k,Silhouette_mean (cosine),Silhouette_mean (euclidean),ARI_mean,scaler,geometry,n_neighbors
13,0.154,0.094,0.893,L2 Normalization,nearest_neighbors,4
13,0.154,0.092,0.784,Share of Top 30 (L1 Norm),nearest_neighbors,8
13,0.15,0.09,0.825,TF-IDF,nearest_neighbors,9
13,0.149,0.09,0.83,TF-IDF,nearest_neighbors,7
13,0.148,0.089,0.772,TF-IDF,nearest_neighbors,8
13,0.146,0.088,0.775,TF-IDF,nearest_neighbors,10
13,0.143,0.086,0.861,TF-IDF,nearest_neighbors,6
13,0.133,0.08,0.821,TF-IDF,nearest_neighbors,5
13,0.115,0.072,0.863,TF-IDF,nearest_neighbors,4
14,0.152,0.112,0.835,Share of Total,nearest_neighbors,5
14,0.171,0.11,0.791,Share of Total,nearest_neighbors,9
14,0.17,0.11,0.917,Share of Total,nearest_neighbors,7
14,0.169,0.109,0.885,Share of Top 30 (L1 Norm),nearest_neighbors,5
14,0.164,0.106,0.796,Share of Total,nearest_neighbors,8
14,0.163,0.103,0.841,Share of Total,nearest_neighbors,10
14,0.145,0.103,0.9,Share of Top 30 (L1 Norm),nearest_neighbors,4
14,0.159,0.102,0.794,Share of Total,nearest_neighbors,6
14,0.167,0.101,0.964,L2 Normalization,nearest_neighbors,5
14,0.162,0.1,0.875,L2 Normalization,nearest_neighbors,4
14,0.166,0.096,0.904,L2 Normalization,nearest_neighbors,7
14,0.16,0.094,0.784,L2 Normalization,nearest_neighbors,6
14,0.16,0.094,0.665,L2 Normalization,nearest_neighbors,10
14,0.148,0.092,0.863,Share of Top 30 (L1 Norm),nearest_neighbors,6
14,0.143,0.092,0.734,Share of Top 30 (L1 Norm),nearest_neighbors,9
14,0.157,0.091,0.787,L2 Normalization,nearest_neighbors,9
14,0.122,0.091,0.94,Share of Total,nearest_neighbors,4
14,0.141,0.09,0.803,Share of Top 30 (L1 Norm),nearest_neighbors,7
14,0.153,0.089,0.872,L2 Normalization,nearest_neighbors,8
14,0.145,0.088,0.857,TF-IDF,nearest_neighbors,9
14,0.143,0.087,0.788,TF-IDF,nearest_neighbors,8
14,0.141,0.087,0.814,TF-IDF,nearest_neighbors,7
14,0.129,0.086,0.801,Share of Top 30 (L1 Norm),nearest_neighbors,8
14,0.136,0.084,0.799,TF-IDF,nearest_neighbors,6
14,0.136,0.083,0.691,Share of Top 30 (L1 Norm),nearest_neighbors,10
14,0.135,0.082,0.717,TF-IDF,nearest_neighbors,10
14,0.126,0.078,0.792,TF-IDF,nearest_neighbors,5
14,0.103,0.065,0.883,TF-IDF,nearest_neighbors,4
